block_2000,ward_2002,pop_2000
550791201002028,Greenfield - C 11,81
550791201002029,Greenfield - C 12,81
550791205011002,Greenfield - C 20,79
550791205011003,Greenfield - C 20,199
550791201002001,Greenfield - C 10,216
550791201003021,Greenfield - C 12,50
550791205012001,Greenfield - C 20,64
550791205012009,Greenfield - C 20,20
550790140001008,Milwaukee - C 313,2
550790145001008,Milwaukee - C 61,0
550790141001008,Milwaukee - C 112,0
550790018001005,Milwaukee - C 22,391
550790018001004,Milwaukee - C 22,198
550790007003005,Milwaukee - C 153,11
550790029002005,Milwaukee - C 9,191
550790029002007,Milwaukee - C 9,163
550790019002000,Milwaukee - C 8,121
550790011001017,Milwaukee - C 156,81
550790010004003,Milwaukee - C 158,103
550790028003003,Milwaukee - C 7,97
550790050001000,Milwaukee - C 119,86
550790050003012,Milwaukee - C 124,102
550790050003006,Milwaukee - C 120,62
550790059001003,Milwaukee - C 127,105
550790050001007,Milwaukee - C 119,123
550790050001010,Milwaukee - C 124,95
550790049003007,Milwaukee - C 123,128
550790049003012,Milwaukee - C 124,109
550790049002015,Milwaukee - C 123,119
550790059003006,Milwaukee - C 125,0
550790059002002,Milwaukee - C 127,111
550790059003001,Milwaukee - C 127,105
550790093002009,Milwaukee - C 275,69
550790093001002,Milwaukee - C 126,85
550790093001005,Milwaukee - C 275,71
550790060003006,Milwaukee - C 127,58
550790055005008,Milwaukee - C 87,16
550790199002009,Milwaukee - C 199,112
550790191003003,Milwaukee - C 200,43
550791017001010,West Allis - C 6,8
550791017001012,West Allis - C 6,4
550790193004004,Milwaukee - C 186,60
550790193004003,Milwaukee - C 186,67
550790193003006,Milwaukee - C 186,72
550790196003007,Milwaukee - C 191,76
550790197002006,Milwaukee - C 197,70
550790197003000,Milwaukee - C 196,190
550790196001011,Milwaukee - C 190,92
550790178001000,Milwaukee - C 57,74
550790179001005,Milwaukee - C 235,42
550790179004007,Milwaukee - C 235,34
550790179003009,Milwaukee - C 236,102
550790180021001,Milwaukee - C 57,0
550790179003003,Milwaukee - C 236,166
550790180021003,Milwaukee - C 57,170
550790180021019,Milwaukee - C 57,75
550790154001054,Milwaukee - C 57,0
550790179003005,Milwaukee - C 236,184
550790184001007,Milwaukee - C 240,0
550790206001005,Milwaukee - C 249,56
550790206002004,Milwaukee - C 250,67
550790206002008,Milwaukee - C 250,42
550791010001015,West Allis - C 30,224
550791004002015,West Allis - C 10,82
550791003002008,West Allis - C 10,91
550791015002001,West Allis - C 12,54
550791004003012,West Allis - C 9,29
550791003001002,West Allis - C 8,83
550791003001007,West Allis - C 10,123
550791002001004,West Allis - C 2,95
550791015003007,West Allis - C 11,90
550791002003013,West Allis - C 2,0
550791015004001,West Allis - C 11,87
550791002003014,West Allis - C 2,0
550791002002004,West Allis - C 2,14
550791008003016,West Allis - C 17,57
550791008003017,West Allis - C 17,56
550791008002015,West Allis - C 18,31
550791010001023,West Allis - C 28,22
550791002001011,West Allis - C 1,32
550791001002007,West Allis - C 1,117
550791002001006,West Allis - C 2,52
550791002001014,West Allis - C 1,52
550791015004004,West Allis - C 5,82
550791002002002,West Allis - C 2,90
550791002002001,West Allis - C 2,133
550791002002011,West Allis - C 2,36
550791002004008,West Allis - C 4,12
550791002004021,West Allis - C 4,0
550791010001006,West Allis - C 30,51
550790125001026,Milwaukee - C 282,79
550790125001032,Milwaukee - C 282,19
550790125001035,Milwaukee - C 282,111
550790125001033,Milwaukee - C 282,79
550790095001000,Milwaukee - C 306,0
550790096002007,Milwaukee - C 306,0
550790124001003,Milwaukee - C 279,187
550790096001007,Milwaukee - C 306,215
550790096001012,Milwaukee - C 306,18
550790124001000,Milwaukee - C 279,156
550790123001000,Milwaukee - C 307,242
550790096002013,Milwaukee - C 306,94
550790123001001,Milwaukee - C 307,86
550790124001014,Milwaukee - C 279,0
550790125001009,Milwaukee - C 280,0
550790125001008,Milwaukee - C 279,0
550790066004000,Milwaukee - C 177,69
550790085001004,Milwaukee - C 178,134
550790066002005,Milwaukee - C 177,47
550790066003005,Milwaukee - C 177,54
550790045002013,Milwaukee - C 16,97
550790068002005,Milwaukee - C 99,78
550790085001000,Milwaukee - C 109,112
550790160002002,Milwaukee - C 293,295
550790132001091,Milwaukee - C 64,0
550790159002005,Milwaukee - C 292,170
550790161001000,Milwaukee - C 292,145
550790159001004,Milwaukee - C 64,41
550790159002003,Milwaukee - C 292,252
550790034004000,Milwaukee - C 88,0
550790055005007,Milwaukee - C 87,66
550790055004004,Milwaukee - C 91,68
550790055004008,Milwaukee - C 91,80
550790056002015,Milwaukee - C 94,11
550790091001002,Milwaukee - C 304,142
550790091001007,Milwaukee - C 304,115
550790091002006,Milwaukee - C 305,18
550790091003005,Milwaukee - C 305,215
550790091001009,Milwaukee - C 304,124
550790091001001,Milwaukee - C 302,78
550790061001006,Milwaukee - C 130,111
550790090001005,Milwaukee - C 302,187
550790090001003,Milwaukee - C 302,214
550790091002003,Milwaukee - C 302,124
550790090001002,Milwaukee - C 301,175
550790090003006,Milwaukee - C 302,125
550790089003002,Milwaukee - C 131,189
550790089001002,Milwaukee - C 181,0
550790063001012,Milwaukee - C 174,148
550790089001000,Milwaukee - C 181,102
550790062003000,Milwaukee - C 130,174
550790062004000,Milwaukee - C 130,153
550790182002000,Milwaukee - C 239,43
550790183002008,Milwaukee - C 251,68
550790183001007,Milwaukee - C 251,75
550791203001005,Milwaukee - C 200,2
550790013001002,Milwaukee - C 21,0
550790001003023,Milwaukee - C 155,178
550790008001019,Milwaukee - C 151,79
550790009001011,Milwaukee - C 147,40
550790198004002,Milwaukee - C 189,43
550790197002009,Milwaukee - C 197,48
550790197001011,Milwaukee - C 197,22
550790197001003,Milwaukee - C 197,103
550790197001004,Milwaukee - C 197,109
550790197002013,Milwaukee - C 197,63
550790197002012,Milwaukee - C 197,75
550790198004006,Milwaukee - C 198,75
550790198003009,Milwaukee - C 198,74
550790183001001,Milwaukee - C 252,102
550790183001000,Milwaukee - C 252,116
550790207001008,Milwaukee - C 255,58
550790206002018,Milwaukee - C 249,144
550790206002015,Milwaukee - C 256,42
550790209003001,Milwaukee - C 257,155
550791018002000,West Allis - C 26,83
550791018002004,West Allis - C 26,0
550791018002003,West Allis - C 26,67
550791017002006,West Allis - C 12,84
550791017001003,West Allis - C 11,84
550791017001008,West Allis - C 6,84
550791018003000,West Allis - C 27,0
550791018001009,West Allis - C 35,28
550791018001015,West Allis - C 27,0
550791018001024,West Allis - C 27,113
550791017001001,West Allis - C 11,93
550791007004017,West Allis - C 17,0
550791016006014,West Allis - C 5,41
550791016006022,West Allis - C 6,13
550791016005002,West Allis - C 5,98
550791016005001,West Allis - C 5,17
550791016006024,West Allis - C 6,14
550791016005000,West Allis - C 5,62
550791016003001,West Allis - C 5,0
550791016004004,West Allis - C 7,70
550791016003010,West Allis - C 7,62
550791008003013,West Allis - C 17,29
550791008003011,West Allis - C 17,52
550791008003009,West Allis - C 17,45
550791016001005,West Allis - C 4,38
550791016001019,West Allis - C 7,0
550791005004003,West Allis - C 19,70
550791101003013,West Milwaukee - V 4,16
550791101002004,West Milwaukee - V 3,61
550790125001031,Milwaukee - C 282,0
550790125001018,Milwaukee - C 281,31
550790125001038,Milwaukee - C 282,0
550790066001005,Milwaukee - C 177,279
550790066004010,Milwaukee - C 178,16
550790085001002,Milwaukee - C 177,17
550790068003005,Milwaukee - C 164,71
550790068002003,Milwaukee - C 164,96
550790068002000,Milwaukee - C 164,154
550790066001000,Milwaukee - C 164,237
550790085001001,Milwaukee - C 177,85
550790085002005,Milwaukee - C 109,106
550790102001003,Milwaukee - C 297,86
550790102001007,Milwaukee - C 297,2
550790102002001,Milwaukee - C 297,9
550790084002006,Milwaukee - C 109,128
550790102001000,Milwaukee - C 297,23
550790103001005,Milwaukee - C 297,96
550790084001009,Milwaukee - C 109,111
550790103001004,Milwaukee - C 297,107
550790103001006,Milwaukee - C 297,53
550790002022001,Milwaukee - C 264,0
550790002021002,Milwaukee - C 263,340
550790002023002,Milwaukee - C 264,45
550790002021007,Milwaukee - C 263,116
550790132001080,Milwaukee - C 64,0
550790132001090,Milwaukee - C 64,0
550790160001005,Milwaukee - C 290,106
550790132001088,Milwaukee - C 64,0
550790162003002,Milwaukee - C 291,144
550790162003000,Milwaukee - C 291,182
550790162002001,Milwaukee - C 291,176
550790048004008,Milwaukee - C 172,114
550790062001003,Milwaukee - C 129,114
550790091002007,Milwaukee - C 305,0
550790062004005,Milwaukee - C 130,184
550790062003004,Milwaukee - C 130,159
550790062001002,Milwaukee - C 129,108
550790062004004,Milwaukee - C 130,155
550790062004003,Milwaukee - C 130,203
550790090001004,Milwaukee - C 302,173
550790062003002,Milwaukee - C 130,141
550790090002003,Milwaukee - C 301,85
550790090003002,Milwaukee - C 301,151
550790063003007,Milwaukee - C 173,0
550790063003005,Milwaukee - C 173,61
550790063001007,Milwaukee - C 173,9
550790063001001,Milwaukee - C 174,159
550790063001011,Milwaukee - C 174,148
550790063002005,Milwaukee - C 173,0
550790089003000,Milwaukee - C 131,65
550790088001005,Milwaukee - C 181,114
550790089003004,Milwaukee - C 131,146
550790089002001,Milwaukee - C 131,110
550790197002003,Milwaukee - C 197,117
550790197002011,Milwaukee - C 197,92
550790198003003,Milwaukee - C 198,90
550790197001002,Milwaukee - C 198,75
550790198003001,Milwaukee - C 198,105
550790198002009,Milwaukee - C 188,42
550790199003010,Milwaukee - C 199,0
550790199004016,Milwaukee - C 198,47
550790199003003,Milwaukee - C 199,41
550790199004015,Milwaukee - C 198,43
550790207001001,Milwaukee - C 251,69
550790208004001,Milwaukee - C 254,47
550790208004004,Milwaukee - C 254,89
550790206002014,Milwaukee - C 256,46
550790209002009,Milwaukee - C 224,60
550790206002019,Milwaukee - C 249,123
550790207004003,Milwaukee - C 256,59
550790209003000,Milwaukee - C 257,77
550790209001005,Milwaukee - C 257,43
550790210002008,Milwaukee - C 224,26
550790209002002,Milwaukee - C 224,41
550790210001008,Milwaukee - C 234,48
550790034004002,Milwaukee - C 88,512
550790185001001,Milwaukee - C 242,0
550790192001002,Milwaukee - C 184,67
550791009002015,West Allis - C 29,61
550791011001003,West Allis - C 29,0
550791011001004,West Allis - C 29,0
550791011001007,West Allis - C 33,0
550791011001015,West Allis - C 31,78
550791011002002,West Allis - C 31,53
550791011002011,West Allis - C 31,97
550791013001002,West Allis - C 23,52
550791013001003,West Allis - C 23,87
550791012003001,West Allis - C 33,70
550791013002005,West Allis - C 23,104
550791013002004,West Allis - C 23,67
550791013003001,West Allis - C 24,114
550791013003005,West Allis - C 24,78
550791012003007,West Allis - C 33,67
550791013004008,West Allis - C 24,75
550791017004007,West Allis - C 13,54
550791018003007,West Allis - C 26,51
550791017004013,West Allis - C 26,71
550791012001008,West Allis - C 25,71
550791002001001,West Allis - C 1,0
550791018002014,West Allis - C 26,109
550791018001013,West Allis - C 27,0
550791018001012,West Allis - C 35,14
550791017002004,West Allis - C 12,112
550791018003001,West Allis - C 27,49
550790084001010,Milwaukee - C 109,63
550790102001009,Milwaukee - C 297,24
550790002021012,Milwaukee - C 264,43
550790002012007,Milwaukee - C 261,12
550790002021011,Milwaukee - C 263,80
550790128002018,Milwaukee - C 286,0
550790128003003,Milwaukee - C 287,67
550790128003002,Milwaukee - C 287,83
550790128001005,Milwaukee - C 287,48
550790128001012,Milwaukee - C 286,49
550790128001003,Milwaukee - C 287,109
550790123001017,Milwaukee - C 307,279
550790133001003,Milwaukee - C 281,0
550790123001022,Milwaukee - C 307,0
550790130001001,Milwaukee - C 289,115
550790133002003,Milwaukee - C 281,35
550790103001008,Milwaukee - C 109,0
550790068001002,Milwaukee - C 99,0
550790067001000,Milwaukee - C 100,209
550790069004004,Milwaukee - C 98,149
550790067003001,Milwaukee - C 100,175
550790084001000,Milwaukee - C 108,0
550790070004010,Milwaukee - C 100,0
550790083001002,Milwaukee - C 100,75
550790069003003,Milwaukee - C 98,102
550790090003008,Milwaukee - C 301,51
550790063003008,Milwaukee - C 173,0
550790063001002,Milwaukee - C 173,182
550790063002008,Milwaukee - C 173,200
550790062002001,Milwaukee - C 129,162
550790062003001,Milwaukee - C 130,154
550790089002002,Milwaukee - C 131,84
550790089003001,Milwaukee - C 131,215
550790090003000,Milwaukee - C 301,105
550790090003010,Milwaukee - C 301,59
550790098001007,Milwaukee - C 300,24
550790098001011,Milwaukee - C 300,129
550790089001013,Milwaukee - C 181,0
550790089001016,Milwaukee - C 181,121
550790098002005,Milwaukee - C 300,80
550790099003001,Milwaukee - C 181,168
550790098002004,Milwaukee - C 300,75
550790098002003,Milwaukee - C 300,74
550790065004001,Milwaukee - C 169,0
550790065003001,Milwaukee - C 167,63
550790141001011,Milwaukee - C 112,234
550790145001007,Milwaukee - C 61,0
550790147001004,Milwaukee - C 311,200
550790146001010,Milwaukee - C 61,348
550790150001002,Milwaukee - C 60,163
550790150001001,Milwaukee - C 60,170
550790146001008,Milwaukee - C 61,0
550790145001024,Milwaukee - C 61,0
550790145001013,Milwaukee - C 61,0
550790145001023,Milwaukee - C 61,0
550790044001013,Milwaukee - C 95,0
550790044003021,Milwaukee - C 96,25
550790071002002,Milwaukee - C 102,32
550790044001017,Milwaukee - C 95,0
550790190005010,Milwaukee - C 146,65
550790190005011,Milwaukee - C 146,65
550790190001014,Milwaukee - C 145,0
550790190003002,Milwaukee - C 145,83
550790190002011,Milwaukee - C 145,82
550790190002012,Milwaukee - C 145,82
550790191001005,Milwaukee - C 200,75
550790191001004,Milwaukee - C 200,112
550790199004002,Milwaukee - C 198,27
550790199005011,Milwaukee - C 188,48
550790112002006,Milwaukee - C 53,16
550790076003011,Milwaukee - C 42,38
550790154001995,Milwaukee - C 57,0
550790154001997,Milwaukee - C 57,0
550790081001003,Milwaukee - C 104,117
550790070002004,Milwaukee - C 104,140
550790080001003,Milwaukee - C 103,174
550790072002008,Milwaukee - C 102,125
550790072002000,Milwaukee - C 41,124
550790071001001,Milwaukee - C 102,60
550790080001001,Milwaukee - C 103,136
550790000000994,NA,0
550790301003018,Bayside - V 4,33
550790301003012,Bayside - V 4,136
550790301004012,Bayside - V 2,24
550790301004014,Bayside - V 2,36
550790301003009,Bayside - V 5,44
550790301002003,Bayside - V 2,27
550790301003005,Bayside - V 5,41
550790301003004,Bayside - V 5,44
550790301001000,Bayside - V 7,244
550790301002016,Bayside - V 2,27
550790301004016,Bayside - V 2,45
550790301002002,Bayside - V 3,43
550790301004017,Bayside - V 2,49
550790301001016,Bayside - V 3,12
550790301002015,Bayside - V 3,23
550790001001006,Milwaukee - C 259,72
550790001001005,Milwaukee - C 259,157
550790001003006,Milwaukee - C 265,27
550790002023031,Milwaukee - C 267,212
550790002023030,Milwaukee - C 266,3
550790003032011,Milwaukee - C 273,130
550790003041009,Milwaukee - C 267,47
550790003041021,Milwaukee - C 267,0
550790003021013,Milwaukee - C 271,0
550790003032012,Milwaukee - C 273,0
550790005011002,Milwaukee - C 273,176
550790128002024,Milwaukee - C 286,326
550790128002002,Milwaukee - C 286,19
550790128002022,Milwaukee - C 286,68
550791006002002,West Allis - C 15,2
550790132001087,Milwaukee - C 290,0
550790161003007,Milwaukee - C 295,42
550790161003002,Milwaukee - C 294,120
550790160002008,Milwaukee - C 294,134
550790171002001,Milwaukee - C 295,97
550790104001000,Milwaukee - C 108,60
550790104001008,Milwaukee - C 108,0
550790033005001,Milwaukee - C 80,22
550790017004008,Milwaukee - C 75,100
550790033006003,Milwaukee - C 83,65
550790034004003,Milwaukee - C 88,18
550790055005009,Milwaukee - C 87,67
550790055004002,Milwaukee - C 87,57
550790034003005,Milwaukee - C 82,131
550790054001002,Milwaukee - C 85,599
550790033006001,Milwaukee - C 80,60
550790065002001,Milwaukee - C 167,56
550790065003005,Milwaukee - C 175,51
550790064001003,Milwaukee - C 175,141
550790065001002,Milwaukee - C 176,189
550790065001005,Milwaukee - C 176,55
550790065001004,Milwaukee - C 176,135
550790066004005,Milwaukee - C 178,79
550790088002003,Milwaukee - C 180,108
550790088003002,Milwaukee - C 180,56
550790088004002,Milwaukee - C 299,63
550790087001005,Milwaukee - C 179,115
550790099001004,Milwaukee - C 299,64
550790099002003,Milwaukee - C 299,0
550790100001003,Milwaukee - C 299,38
550790100001002,Milwaukee - C 299,90
550790100002014,Milwaukee - C 299,53
550790086001006,Milwaukee - C 179,114
550790164003004,Milwaukee - C 208,130
550790164004001,Milwaukee - C 205,153
550790164004004,Milwaukee - C 205,106
550791603002006,Oak Creek - C 13,17
550791602023013,Oak Creek - C 9,87
550791603003007,Oak Creek - C 12,128
550791603004034,Oak Creek - C 14,0
550791603003001,Oak Creek - C 12,8
550791602011008,Oak Creek - C 16,56
550791602012001,Oak Creek - C 6,403
550791602012003,Oak Creek - C 6,0
550791602023001,Oak Creek - C 7,11
550791602022019,Oak Creek - C 10,50
550791602022035,Oak Creek - C 11,214
550791602021019,Oak Creek - C 11,20
550791602021018,Oak Creek - C 12,19
550791603003000,Oak Creek - C 12,0
550790703005008,Whitefish Bay - V 10,126
550790702003009,Whitefish Bay - V 9,82
550790702004013,Whitefish Bay - V 10,1
550790702003008,Whitefish Bay - V 9,68
550790702004012,Whitefish Bay - V 10,24
550790702005007,Whitefish Bay - V 11,34
550790702003007,Whitefish Bay - V 9,80
550790702003003,Whitefish Bay - V 9,74
550790702005011,Whitefish Bay - V 12,55
550790702005013,Whitefish Bay - V 12,62
550790702004006,Whitefish Bay - V 10,63
550790702004015,Whitefish Bay - V 12,29
550790000000991,NA,0
550790301003020,River Hills - V 3,0
550790301003022,Bayside - V 4,37
550790301003014,Bayside - V 5,33
550790301003026,Bayside - V 1,0
550790301004011,Bayside - V 2,6
550790301001002,Bayside - V 7,31
550790301002005,Bayside - V 3,56
550790301001017,Bayside - V 3,35
550790351003000,Fox Point - V 2,7
550790301001003,Bayside - V 7,23
550790501024008,Brown Deer - V 6,47
550790132001008,Milwaukee - C 60,0
550790128003005,Milwaukee - C 287,63
550790128003007,Milwaukee - C 287,32
550790128003011,Milwaukee - C 287,70
550790128001008,Milwaukee - C 287,32
550790128001004,Milwaukee - C 287,30
550790107002003,Milwaukee - C 110,0
550790123001016,Milwaukee - C 307,0
550790123001013,Milwaukee - C 307,0
550790125001016,Milwaukee - C 281,0
550790133002013,Milwaukee - C 281,60
550790130001002,Milwaukee - C 289,0
550790103001021,Milwaukee - C 297,39
550790069004005,Milwaukee - C 101,0
550790070004005,Milwaukee - C 100,80
550790070004006,Milwaukee - C 100,112
550790067003000,Milwaukee - C 100,132
550790070004011,Milwaukee - C 100,136
550790069003005,Milwaukee - C 101,41
550790069003000,Milwaukee - C 98,50
550790070001004,Milwaukee - C 101,73
550790070004009,Milwaukee - C 101,77
550790084002001,Milwaukee - C 109,0
550790083001004,Milwaukee - C 108,110
550790082001003,Milwaukee - C 107,162
550790160002000,Milwaukee - C 292,291
550790159001007,Milwaukee - C 290,212
550790159001005,Milwaukee - C 64,222
550790161002007,Milwaukee - C 296,55
550790055005002,Milwaukee - C 87,11
550790902002026,Milwaukee - C 91,2
550790061001000,Milwaukee - C 129,105
550790048004002,Milwaukee - C 172,127
550790061003002,Milwaukee - C 128,168
550790061003003,Milwaukee - C 128,144
550790061003004,Milwaukee - C 303,138
550790061001007,Milwaukee - C 128,79
550790092002000,Milwaukee - C 305,0
550790091003004,Milwaukee - C 305,0
550790091002002,Milwaukee - C 302,115
550790091003010,Milwaukee - C 305,56
550790062002005,Milwaukee - C 129,155
550790062003005,Milwaukee - C 130,126
550790091001000,Milwaukee - C 302,111
550790090002005,Milwaukee - C 302,117
550790090003005,Milwaukee - C 302,162
550790062004002,Milwaukee - C 130,184
550790063003004,Milwaukee - C 173,18
550790063002004,Milwaukee - C 173,0
550790063001006,Milwaukee - C 173,0
550790063001000,Milwaukee - C 174,129
550790063002002,Milwaukee - C 173,110
550790063002007,Milwaukee - C 173,132
550790063002000,Milwaukee - C 180,141
550790090001000,Milwaukee - C 301,129
550790089002004,Milwaukee - C 131,144
550790090002000,Milwaukee - C 301,51
550790008001017,Milwaukee - C 151,0
550790216002013,Milwaukee - C 227,29
550790117001008,Milwaukee - C 314,0
550790044001024,Milwaukee - C 95,0
550790190002014,Milwaukee - C 145,0
550790190002010,Milwaukee - C 145,26
550790190002009,Milwaukee - C 145,43
550790190002008,Milwaukee - C 145,72
550790191001002,Milwaukee - C 200,70
550790191001007,Milwaukee - C 200,71
550790146002004,Milwaukee - C 312,750
550790007003003,Milwaukee - C 149,0
550790069002005,Milwaukee - C 101,25
550790072003003,Milwaukee - C 95,8
550790072003004,Milwaukee - C 95,0
550790071001006,Milwaukee - C 95,149
550790081001002,Milwaukee - C 104,68
550790071003004,Milwaukee - C 103,156
550790072002006,Milwaukee - C 102,103
550790071002000,Milwaukee - C 102,74
550790071003002,Milwaukee - C 103,120
550790199005013,Milwaukee - C 188,43
550790199002006,Milwaukee - C 199,38
550790199001003,Milwaukee - C 199,0
550790199003006,Milwaukee - C 199,34
550790078003999,Milwaukee - C 44,0
550790081001004,Milwaukee - C 104,63
550790081001005,Milwaukee - C 104,115
550790081002005,Milwaukee - C 106,115
550791017003002,West Allis - C 27,68
550791017003001,West Allis - C 6,51
550791017001005,West Allis - C 6,52
550791018001002,West Allis - C 27,39
550791018002007,West Allis - C 26,11
550791017001007,West Allis - C 6,60
550791007004019,West Allis - C 17,0
550791016006013,West Allis - C 5,63
550791016005007,West Allis - C 6,66
550791016003008,West Allis - C 7,68
550791016002005,West Allis - C 7,69
550791016003011,West Allis - C 7,45
550791016002002,West Allis - C 4,37
550791016001008,West Allis - C 4,99
550791016001013,West Allis - C 4,21
550791016001017,West Allis - C 7,76
550791016001015,West Allis - C 7,27
550791001001003,West Allis - C 1,9
550791001004001,West Milwaukee - V 4,0
550791101001014,West Milwaukee - V 5,47
550791101001000,West Milwaukee - V 1,6
550791101002014,West Milwaukee - V 5,0
550791101003003,West Milwaukee - V 5,0
550791101002000,West Milwaukee - V 5,0
550791101003016,West Milwaukee - V 4,141
550790701001008,Whitefish Bay - V 1,57
550790701001009,Whitefish Bay - V 1,72
550790701002005,Whitefish Bay - V 1,59
550791005001003,West Allis - C 20,75
550791005002008,West Allis - C 20,179
550791004003010,West Allis - C 9,2
550791015001011,West Allis - C 13,118
550791004003004,West Allis - C 9,95
550791015001004,West Allis - C 13,35
550791015001007,West Allis - C 13,181
550791009001015,West Allis - C 29,22
550791003001000,West Allis - C 8,0
550791004002001,West Allis - C 9,64
550791004003000,West Allis - C 10,81
550791015002002,West Allis - C 13,49
550791015003004,West Allis - C 12,13
550791003002001,West Allis - C 8,99
550791003002006,West Allis - C 10,116
550791003002010,West Allis - C 10,15
550791015003003,West Allis - C 11,5
550791015003008,West Allis - C 11,96
550791016006003,West Allis - C 11,0
550791015004003,West Allis - C 11,105
550791008002014,West Allis - C 18,74
550791008002011,West Allis - C 18,65
550791010002015,West Allis - C 30,84
550791010002006,West Allis - C 30,90
550791010001009,West Allis - C 28,118
550791010002021,West Allis - C 28,111
550791010002013,West Allis - C 30,75
550791204002013,Greenfield - C 4,45
550791202012003,Greenfield - C 6,43
550791204001014,Greenfield - C 3,32
550791204004004,Greenfield - C 2,49
550791204001009,Greenfield - C 4,68
550790218003001,Greenfield - C 18,9
550790199004012,Greenfield - C 14,21
550791201003003,Greenfield - C 9,9
550791202012012,Greenfield - C 6,45
550791202032000,Greenfield - C 5,0
550791202031017,Greenfield - C 6,23
550791202022007,Greenfield - C 14,89
550791202022006,Greenfield - C 14,42
550791202022008,Greenfield - C 14,35
550791202022009,Greenfield - C 14,81
550791202032015,Greenfield - C 5,32
550791205021005,Greenfield - C 17,94
550791204002014,Greenfield - C 4,44
550791203001020,Greenfield - C 1,29
550791203001011,Greenfield - C 1,56
550791204002007,Greenfield - C 3,131
550791203001032,Greenfield - C 1,35
550791204003025,Greenfield - C 2,53
550791205013010,Greenfield - C 21,213
550791202021014,Greenfield - C 13,56
550790059002009,Milwaukee - C 125,12
550790059002005,Milwaukee - C 125,98
550790059002003,Milwaukee - C 127,109
550790059004012,Milwaukee - C 126,13
550790093002007,Milwaukee - C 275,86
550790093003010,Milwaukee - C 275,70
550790093002004,Milwaukee - C 275,78
550790025001010,Milwaukee - C 5,110
550790025002001,Milwaukee - C 5,128
550790024001009,Milwaukee - C 4,31
550790024002008,Milwaukee - C 14,0
550790042004008,Milwaukee - C 14,44
550790042004009,Milwaukee - C 12,71
550790039001009,Milwaukee - C 170,48
550790063001003,Milwaukee - C 173,0
550790152001012,Milwaukee - C 60,0
550790152001021,Milwaukee - C 60,0
550790132001001,Milwaukee - C 60,2
550790145001998,Milwaukee - C 60,0
550790144001020,Milwaukee - C 58,0
550790152001018,Milwaukee - C 60,0
550790152001994,Milwaukee - C 60,0
550790157004001,Milwaukee - C 204,152
550790157004003,Milwaukee - C 204,65
550790157004005,Milwaukee - C 204,73
550790132001065,Milwaukee - C 63,0
550790157002001,Milwaukee - C 63,94
550790157001000,Milwaukee - C 63,27
550790157002000,Milwaukee - C 63,100
550790020002011,Milwaukee - C 163,76
550790184001009,Milwaukee - C 241,130
550790003012009,Milwaukee - C 273,27
550790003012014,Milwaukee - C 273,33
550790012001000,Milwaukee - C 160,0
550790218003003,Milwaukee - C 231,11
550790109002007,Milwaukee - C 56,0
550790193001003,Milwaukee - C 185,62
550790192003007,Milwaukee - C 185,76
550790198006000,Milwaukee - C 189,188
550790206001010,Milwaukee - C 249,0
550790206001022,Milwaukee - C 216,57
550790206002017,Milwaukee - C 249,59
550790207006011,Milwaukee - C 250,20
550790206002007,Milwaukee - C 250,86
550790206002000,Milwaukee - C 250,77
550790207006003,Milwaukee - C 250,65
550790207006006,Milwaukee - C 250,64
550790206002013,Milwaukee - C 256,66
550790180011004,Milwaukee - C 237,0
550790154001064,Milwaukee - C 237,0
550790154001061,Milwaukee - C 237,0
550790180011005,Milwaukee - C 237,18
550790181001012,Milwaukee - C 240,54
550790181002008,Milwaukee - C 240,13
550790181002002,Milwaukee - C 238,30
550790181002003,Milwaukee - C 238,70
550790181002012,Milwaukee - C 238,61
550791007001000,West Allis - C 15,35
550791005003007,West Allis - C 19,172
550791014004010,West Allis - C 21,80
550791005004001,West Allis - C 19,29
550791005004008,West Allis - C 19,78
550791006002008,West Allis - C 14,114
550791014002003,West Allis - C 22,90
550791014003006,West Allis - C 21,80
550791015001000,West Allis - C 13,0
550791015003002,West Allis - C 11,0
550791006001004,West Allis - C 14,54
550791014001001,West Allis - C 22,58
550791004002008,West Allis - C 9,90
550791015001003,West Allis - C 13,77
550791015002003,West Allis - C 12,82
550791002001000,West Allis - C 1,97
550791004001005,West Allis - C 8,81
550791003002003,West Allis - C 10,45
550791015002000,West Allis - C 12,41
550791015003005,West Allis - C 12,57
550791015002013,West Allis - C 12,114
550791003001005,West Allis - C 10,110
550791003001003,West Allis - C 8,13
550791003002013,West Allis - C 10,117
550791015003015,West Allis - C 12,98
550791015003016,West Allis - C 11,55
550791205013016,Greenfield - C 21,119
550791205013007,Greenfield - C 21,123
550791204002011,Greenfield - C 4,136
550791204003004,Greenfield - C 16,48
550791201001001,Greenfield - C 10,14
550791201002016,Greenfield - C 11,93
550791201001004,Greenfield - C 10,32
550791201001021,Greenfield - C 9,0
550791201003036,Greenfield - C 7,0
550790191002005,Milwaukee - C 200,549
550791205023013,Greenfield - C 19,65
550791205022011,Greenfield - C 18,39
550791205023020,Greenfield - C 18,24
550791205013006,Greenfield - C 21,61
550791205013008,Greenfield - C 21,25
550791202012015,Greenfield - C 6,51
550791202031000,Greenfield - C 6,0
550791203001026,Greenfield - C 1,4
550791204001002,Greenfield - C 4,12
550790218003000,Greenfield - C 18,2
550791201002007,Greenfield - C 10,4
550791202021001,Greenfield - C 13,154
550791202032017,Greenfield - C 5,38
