block_2010,pop_2010,ward_2002,ward_2011
550790125001007,0,Milwaukee - C 281,Milwaukee - C 206
550790125001008,0,Milwaukee - C 279,Milwaukee - C 202
550790125001009,0,Milwaukee - C 279,Milwaukee - C 202
550790125001010,0,Milwaukee - C 280,Milwaukee - C 205
550790125001011,0,Milwaukee - C 280,Milwaukee - C 205
550790125001012,0,Milwaukee - C 280,Milwaukee - C 205
550790125001013,60,Milwaukee - C 280,Milwaukee - C 205
550790125001014,96,Milwaukee - C 280,Milwaukee - C 205
550790125001015,54,Milwaukee - C 281,Milwaukee - C 206
550790125001016,0,Milwaukee - C 282,Milwaukee - C 206
550790125001017,0,Milwaukee - C 282,Milwaukee - C 206
550790125001018,0,Milwaukee - C 281,Milwaukee - C 206
550790125001019,3,Milwaukee - C 282,Milwaukee - C 206
550790125001020,0,Milwaukee - C 281,Milwaukee - C 214
550790125001021,0,Milwaukee - C 281,Milwaukee - C 214
550790125001022,0,Milwaukee - C 281,Milwaukee - C 214
550790125001023,0,Milwaukee - C 282,Milwaukee - C 206
550790125001024,0,Milwaukee - C 282,Milwaukee - C 206
550790125001025,28,Milwaukee - C 282,Milwaukee - C 206
550790125001026,47,Milwaukee - C 282,Milwaukee - C 206
550790125001027,66,Milwaukee - C 282,Milwaukee - C 206
550790125001028,80,Milwaukee - C 282,Milwaukee - C 206
550790125001029,0,Milwaukee - C 282,Milwaukee - C 206
550790125001030,5,Milwaukee - C 282,Milwaukee - C 206
550790125001031,0,Milwaukee - C 282,Milwaukee - C 206
550790125001032,23,Milwaukee - C 282,Milwaukee - C 206
550790125001033,106,Milwaukee - C 282,Milwaukee - C 206
550790125001034,78,Milwaukee - C 282,Milwaukee - C 206
550790125001035,0,Milwaukee - C 282,Milwaukee - C 206
550790125001036,0,Milwaukee - C 281,Milwaukee - C 206
550790125001037,0,Milwaukee - C 281,Milwaukee - C 214
550790125001038,0,Milwaukee - C 281,Milwaukee - C 214
550790125001039,28,Milwaukee - C 282,Milwaukee - C 206
550790125001040,0,Milwaukee - C 282,Milwaukee - C 206
550790125001041,0,Milwaukee - C 282,Milwaukee - C 206
550790125001042,0,Milwaukee - C 282,Milwaukee - C 206
550790125002000,197,Milwaukee - C 280,Milwaukee - C 205
550790125002001,1,Milwaukee - C 280,Milwaukee - C 205
550790125002002,0,Milwaukee - C 280,Milwaukee - C 205
550790125002003,5,Milwaukee - C 280,Milwaukee - C 205
550790125002004,55,Milwaukee - C 280,Milwaukee - C 205
550790125002005,95,Milwaukee - C 280,Milwaukee - C 205
550790125002006,93,Milwaukee - C 280,Milwaukee - C 205
550790125002007,53,Milwaukee - C 280,Milwaukee - C 205
550790125002008,84,Milwaukee - C 280,Milwaukee - C 205
550790125002009,16,Milwaukee - C 280,Milwaukee - C 205
550790125002010,108,Milwaukee - C 280,Milwaukee - C 205
550790125002011,46,Milwaukee - C 280,Milwaukee - C 205
550790125002012,89,Milwaukee - C 282,Milwaukee - C 205
550790125002013,86,Milwaukee - C 282,Milwaukee - C 205
550790125002014,81,Milwaukee - C 282,Milwaukee - C 206
550790125002015,113,Milwaukee - C 282,Milwaukee - C 206
550790125002016,26,Milwaukee - C 280,Milwaukee - C 205
550790125002017,1,Milwaukee - C 280,Milwaukee - C 205
550790125002018,71,Milwaukee - C 282,Milwaukee - C 205
550790125002019,70,Milwaukee - C 280,Milwaukee - C 205
550790125002020,29,Milwaukee - C 280,Milwaukee - C 205
550790126001000,5,Milwaukee - C 280,Milwaukee - C 205
550790126001001,24,Milwaukee - C 280,Milwaukee - C 205
550790126001002,0,Milwaukee - C 280,Milwaukee - C 205
550790126001003,43,Milwaukee - C 282,Milwaukee - C 206
550790126001004,12,Milwaukee - C 282,Milwaukee - C 206
550790126001005,105,Milwaukee - C 282,Milwaukee - C 206
550790126001006,110,Milwaukee - C 282,Milwaukee - C 206
550790126001007,78,Milwaukee - C 283,Milwaukee - C 207
550790126001008,16,Milwaukee - C 282,Milwaukee - C 206
550790126001009,0,Milwaukee - C 282,Milwaukee - C 206
550790126001010,28,Milwaukee - C 283,Milwaukee - C 207
550790126001011,90,Milwaukee - C 283,Milwaukee - C 207
550790126001012,77,Milwaukee - C 283,Milwaukee - C 207
550790126001013,66,Milwaukee - C 283,Milwaukee - C 207
550790126001014,46,Milwaukee - C 283,Milwaukee - C 207
550790126002000,0,Milwaukee - C 283,Milwaukee - C 207
550790126002001,0,Milwaukee - C 283,Milwaukee - C 207
550790126002002,67,Milwaukee - C 283,Milwaukee - C 207
550790126002003,4,Milwaukee - C 283,Milwaukee - C 207
550790126002004,48,Milwaukee - C 283,Milwaukee - C 207
550790126002005,1,Milwaukee - C 283,Milwaukee - C 207
550790126002006,65,Milwaukee - C 283,Milwaukee - C 207
550790126002007,76,Milwaukee - C 283,Milwaukee - C 207
550790126002008,150,Milwaukee - C 283,Milwaukee - C 207
550790126002009,0,Milwaukee - C 283,Milwaukee - C 207
550790126002010,94,Milwaukee - C 283,Milwaukee - C 207
550790126002011,64,Milwaukee - C 283,Milwaukee - C 207
550790126002012,27,Milwaukee - C 283,Milwaukee - C 207
550790126002013,86,Milwaukee - C 283,Milwaukee - C 207
550790126002014,0,Milwaukee - C 283,Milwaukee - C 207
550790126003000,4,Milwaukee - C 284,Milwaukee - C 208
550790126003001,3,Milwaukee - C 284,Milwaukee - C 208
550790126003002,7,Milwaukee - C 284,Milwaukee - C 208
550790126003003,25,Milwaukee - C 284,Milwaukee - C 208
550790126003004,20,Milwaukee - C 284,Milwaukee - C 208
550790126003005,56,Milwaukee - C 284,Milwaukee - C 208
550790126003006,55,Milwaukee - C 284,Milwaukee - C 208
550790126003007,71,Milwaukee - C 284,Milwaukee - C 208
550790126003008,88,Milwaukee - C 285,Milwaukee - C 209
550790126003009,81,Milwaukee - C 284,Milwaukee - C 208
550790126003010,61,Milwaukee - C 284,Milwaukee - C 208
550790126003011,67,Milwaukee - C 284,Milwaukee - C 208
550790126003012,51,Milwaukee - C 284,Milwaukee - C 208
550790126003013,57,Milwaukee - C 284,Milwaukee - C 208
550790126003014,68,Milwaukee - C 284,Milwaukee - C 208
550790126003015,32,Milwaukee - C 284,Milwaukee - C 208
550790126003016,41,Milwaukee - C 284,Milwaukee - C 208
550790127001000,19,Milwaukee - C 285,Milwaukee - C 209
550790127001001,18,Milwaukee - C 285,Milwaukee - C 209
550790127001002,1,Milwaukee - C 285,Milwaukee - C 209
550790127001003,88,Milwaukee - C 285,Milwaukee - C 209
550790127001004,60,Milwaukee - C 285,Milwaukee - C 209
550790127001005,67,Milwaukee - C 285,Milwaukee - C 209
550790127001006,86,Milwaukee - C 285,Milwaukee - C 209
550790127001007,65,Milwaukee - C 285,Milwaukee - C 209
550790127001008,26,Milwaukee - C 285,Milwaukee - C 209
550790127001009,10,Milwaukee - C 285,Milwaukee - C 209
550790127001010,76,Milwaukee - C 285,Milwaukee - C 209
550790127001011,75,Milwaukee - C 285,Milwaukee - C 209
550790127001012,0,Milwaukee - C 285,Milwaukee - C 209
550790127001013,79,Milwaukee - C 285,Milwaukee - C 209
550790127001014,35,Milwaukee - C 285,Milwaukee - C 209
550790127001015,55,Milwaukee - C 285,Milwaukee - C 209
550790127001016,58,Milwaukee - C 285,Milwaukee - C 209
550790127001017,55,Milwaukee - C 285,Milwaukee - C 209
550790127001018,71,Milwaukee - C 285,Milwaukee - C 209
550790127001019,31,Milwaukee - C 285,Milwaukee - C 209
550790127001020,40,Milwaukee - C 285,Milwaukee - C 209
550790127001021,133,Milwaukee - C 285,Milwaukee - C 209
550790127001022,39,Milwaukee - C 285,Milwaukee - C 209
550790127001023,0,Milwaukee - C 285,Milwaukee - C 209
550790127001024,0,Milwaukee - C 285,Milwaukee - C 209
550790127001025,0,Milwaukee - C 285,Milwaukee - C 209
550790127001026,0,Milwaukee - C 285,Milwaukee - C 209
550790127001027,0,Milwaukee - C 285,Milwaukee - C 209
550790127001028,2,Milwaukee - C 285,Milwaukee - C 209
550790127001029,0,Milwaukee - C 285,Milwaukee - C 209
550790127001030,0,Milwaukee - C 285,West Allis - C 6
550790128001000,0,Milwaukee - C 287,Milwaukee - C 210
550790128001001,0,Milwaukee - C 287,Milwaukee - C 210
550790128001002,89,Milwaukee - C 287,Milwaukee - C 210
550790128001003,73,Milwaukee - C 287,Milwaukee - C 210
550790128001004,242,Milwaukee - C 287,Milwaukee - C 210
550790128001005,268,Milwaukee - C 287,Milwaukee - C 210
550790128001006,27,Milwaukee - C 287,Milwaukee - C 210
550790128001007,46,Milwaukee - C 287,Milwaukee - C 210
550790128001008,33,Milwaukee - C 287,Milwaukee - C 210
550790128001009,45,Milwaukee - C 287,Milwaukee - C 210
550790128001010,30,Milwaukee - C 287,Milwaukee - C 210
550790128001011,77,Milwaukee - C 287,Milwaukee - C 210
550790128001012,95,Milwaukee - C 287,Milwaukee - C 210
550790128001013,66,Milwaukee - C 287,Milwaukee - C 210
550790128001014,5,Milwaukee - C 287,Milwaukee - C 210
550790128001015,15,Milwaukee - C 287,Milwaukee - C 210
550790128001016,21,Milwaukee - C 287,Milwaukee - C 210
550790128001017,35,Milwaukee - C 287,Milwaukee - C 210
550790128001018,30,Milwaukee - C 287,Milwaukee - C 210
550790128001019,59,Milwaukee - C 286,Milwaukee - C 211
550790128001020,35,Milwaukee - C 286,Milwaukee - C 211
550790128001021,56,Milwaukee - C 287,Milwaukee - C 210
550790128001022,57,Milwaukee - C 287,Milwaukee - C 210
550790128001023,32,Milwaukee - C 287,Milwaukee - C 210
550790128001024,55,Milwaukee - C 286,Milwaukee - C 211
550790128001025,50,Milwaukee - C 286,Milwaukee - C 211
550790128002000,394,Milwaukee - C 286,Milwaukee - C 211
550790128002001,0,Milwaukee - C 286,Milwaukee - C 211
550790128002002,277,Milwaukee - C 286,Milwaukee - C 211
550790128002003,0,Milwaukee - C 286,Milwaukee - C 211
550790128002004,74,Milwaukee - C 286,Milwaukee - C 211
550790128002005,0,Milwaukee - C 286,Milwaukee - C 211
550790128002006,0,Milwaukee - C 286,Milwaukee - C 211
550790128002007,0,Milwaukee - C 286,Milwaukee - C 211
550790128002008,0,Milwaukee - C 286,Milwaukee - C 211
550790128002009,0,Milwaukee - C 286,Milwaukee - C 211
550790128002010,0,Milwaukee - C 286,Milwaukee - C 211
550790128002011,0,Milwaukee - C 286,Milwaukee - C 211
550790128002012,0,Milwaukee - C 286,Milwaukee - C 211
550790128002013,0,Milwaukee - C 286,Milwaukee - C 211
550790128002014,60,Milwaukee - C 286,Milwaukee - C 211
550790128002015,19,Milwaukee - C 286,Milwaukee - C 211
550790128002016,99,Milwaukee - C 286,Milwaukee - C 211
550790128002017,38,Milwaukee - C 286,Milwaukee - C 211
550790128002018,28,Milwaukee - C 286,Milwaukee - C 211
550790128002019,23,Milwaukee - C 286,Milwaukee - C 211
550790128002020,91,Milwaukee - C 286,Milwaukee - C 211
550790128002021,8,Milwaukee - C 286,Milwaukee - C 211
550790128002022,40,Milwaukee - C 286,Milwaukee - C 211
550790128002023,23,Milwaukee - C 286,Milwaukee - C 211
550790128002024,92,Milwaukee - C 286,Milwaukee - C 211
550790128002025,60,Milwaukee - C 286,Milwaukee - C 211
550790128002026,91,Milwaukee - C 286,Milwaukee - C 211
550790128002027,0,Milwaukee - C 286,Milwaukee - C 211
550790128002028,0,Milwaukee - C 286,Milwaukee - C 211
550790128002029,0,Milwaukee - C 286,Milwaukee - C 211
550790128002030,0,Milwaukee - C 286,Milwaukee - C 211
550790129001000,25,Milwaukee - C 283,Milwaukee - C 207
550790129001001,40,Milwaukee - C 283,Milwaukee - C 207
550790129001002,12,Milwaukee - C 283,Milwaukee - C 207
550790129001003,67,Milwaukee - C 283,Milwaukee - C 207
550790129001004,39,Milwaukee - C 288,Milwaukee - C 212
550790129001005,92,Milwaukee - C 288,Milwaukee - C 212
550790129001006,66,Milwaukee - C 289,Milwaukee - C 213
550790129001007,75,Milwaukee - C 289,Milwaukee - C 213
550790129001008,75,Milwaukee - C 288,Milwaukee - C 212
550790129001009,69,Milwaukee - C 288,Milwaukee - C 212
550790129001010,73,Milwaukee - C 288,Milwaukee - C 212
550790129001011,16,Milwaukee - C 288,Milwaukee - C 212
550790129001012,74,Milwaukee - C 288,Milwaukee - C 212
550790129001013,66,Milwaukee - C 288,Milwaukee - C 212
550790129001014,78,Milwaukee - C 288,Milwaukee - C 212
550790129001015,70,Milwaukee - C 288,Milwaukee - C 212
550790129001016,75,Milwaukee - C 288,Milwaukee - C 212
550790129001017,72,Milwaukee - C 289,Milwaukee - C 213
550790129002000,41,Milwaukee - C 284,Milwaukee - C 208
550790129002001,24,Milwaukee - C 284,Milwaukee - C 208
550790129002002,59,Milwaukee - C 284,Milwaukee - C 208
550790129002003,42,Milwaukee - C 284,Milwaukee - C 208
550790129002004,17,Milwaukee - C 284,Milwaukee - C 208
550790129002005,89,Milwaukee - C 284,Milwaukee - C 208
550790129002006,33,Milwaukee - C 284,Milwaukee - C 208
550790129002007,28,Milwaukee - C 284,Milwaukee - C 208
550790129002008,61,Milwaukee - C 284,Milwaukee - C 208
550790129002009,29,Milwaukee - C 284,Milwaukee - C 208
550790129002010,49,Milwaukee - C 284,Milwaukee - C 208
550790129002011,47,Milwaukee - C 284,Milwaukee - C 208
550790129002012,26,Milwaukee - C 284,Milwaukee - C 208
550790129002013,45,Milwaukee - C 284,Milwaukee - C 208
550790129002014,30,Milwaukee - C 284,Milwaukee - C 208
550790129002015,0,Milwaukee - C 284,Milwaukee - C 208
550790129002016,0,Milwaukee - C 284,Milwaukee - C 208
550790129002017,0,Milwaukee - C 288,Milwaukee - C 212
550790129002018,50,Milwaukee - C 288,Milwaukee - C 212
550790129002019,55,Milwaukee - C 288,Milwaukee - C 212
550790129002020,137,Milwaukee - C 288,Milwaukee - C 212
550790129002021,172,Milwaukee - C 288,Milwaukee - C 212
550790129002022,24,Milwaukee - C 288,Milwaukee - C 212
550790129002023,68,Milwaukee - C 288,Milwaukee - C 212
550790129002024,0,Milwaukee - C 284,Milwaukee - C 208
550790129002025,96,Milwaukee - C 284,Milwaukee - C 208
550790129003000,0,Milwaukee - C 288,Milwaukee - C 212
550790129003001,22,Milwaukee - C 288,Milwaukee - C 212
550790129003002,5,Milwaukee - C 288,Milwaukee - C 212
550790129003003,37,Milwaukee - C 288,Milwaukee - C 212
550790129003004,0,Milwaukee - C 288,Milwaukee - C 212
550790129003005,87,Milwaukee - C 288,Milwaukee - C 212
550790129003006,78,Milwaukee - C 288,Milwaukee - C 212
550790129003007,111,Milwaukee - C 288,Milwaukee - C 212
550790129003008,104,Milwaukee - C 288,Milwaukee - C 212
550790129003009,92,Milwaukee - C 288,Milwaukee - C 212
550790129003010,6,Milwaukee - C 288,Milwaukee - C 212
550790129003011,0,Milwaukee - C 288,Milwaukee - C 212
550790129003012,0,Milwaukee - C 288,Milwaukee - C 212
550790129003013,94,Milwaukee - C 288,Milwaukee - C 212
550790129003014,0,Milwaukee - C 288,Milwaukee - C 212
550790129003015,0,Milwaukee - C 288,Milwaukee - C 212
550790129003016,0,Milwaukee - C 288,Milwaukee - C 212
550790130001000,330,Milwaukee - C 289,Milwaukee - C 213
550790130001001,107,Milwaukee - C 289,Milwaukee - C 213
550790130001002,0,Milwaukee - C 289,Milwaukee - C 213
550790130001003,60,Milwaukee - C 283,Milwaukee - C 207
550790130001004,0,Milwaukee - C 283,Milwaukee - C 207
550790130001005,96,Milwaukee - C 283,Milwaukee - C 207
550790130001006,98,Milwaukee - C 289,Milwaukee - C 213
550790130001007,55,Milwaukee - C 289,Milwaukee - C 213
550790130001008,77,Milwaukee - C 289,Milwaukee - C 213
550790130001009,86,Milwaukee - C 289,Milwaukee - C 213
550790130001010,106,Milwaukee - C 289,Milwaukee - C 213
550790130001011,77,Milwaukee - C 289,Milwaukee - C 213
550790130002000,153,Milwaukee - C 289,Milwaukee - C 213
550790130002001,191,Milwaukee - C 289,Milwaukee - C 213
550790130002002,40,Milwaukee - C 289,Milwaukee - C 213
550790130002003,65,Milwaukee - C 289,Milwaukee - C 213
550790130002004,90,Milwaukee - C 289,Milwaukee - C 213
550790130002005,66,Milwaukee - C 289,Milwaukee - C 213
550790130002006,50,Milwaukee - C 289,Milwaukee - C 213
550790130002007,53,Milwaukee - C 289,Milwaukee - C 213
550790130002008,0,Milwaukee - C 288,Milwaukee - C 212
550790130002009,0,Milwaukee - C 288,Milwaukee - C 212
550790133001000,0,Milwaukee - C 281,Milwaukee - C 214
550790133001001,0,Milwaukee - C 281,Milwaukee - C 214
550790133001002,0,Milwaukee - C 281,Milwaukee - C 214
550790133001003,0,Milwaukee - C 281,Milwaukee - C 214
550790133001004,151,Milwaukee - C 281,Milwaukee - C 214
550790133001005,0,Milwaukee - C 281,Milwaukee - C 214
550790133001006,45,Milwaukee - C 281,Milwaukee - C 214
550790133001007,90,Milwaukee - C 281,Milwaukee - C 214
550790133001008,55,Milwaukee - C 281,Milwaukee - C 214
550790133001009,194,Milwaukee - C 281,Milwaukee - C 214
550790133001010,87,Milwaukee - C 281,Milwaukee - C 214
550790133001011,28,Milwaukee - C 281,Milwaukee - C 214
550790133001012,0,Milwaukee - C 281,Milwaukee - C 214
550790133001013,98,Milwaukee - C 281,Milwaukee - C 214
550790133001014,62,Milwaukee - C 281,Milwaukee - C 214
550790133001015,107,Milwaukee - C 281,Milwaukee - C 214
550790133001016,44,Milwaukee - C 281,Milwaukee - C 214
550790133001017,39,Milwaukee - C 281,Milwaukee - C 214
550790133001018,18,Milwaukee - C 281,Milwaukee - C 214
550790133001019,48,Milwaukee - C 281,Milwaukee - C 214
550790133001020,0,Milwaukee - C 290,Milwaukee - C 215
550790133001021,0,Milwaukee - C 290,Milwaukee - C 215
550790134001000,202,Milwaukee - C 72,Milwaukee - C 196
550790134001001,174,Milwaukee - C 72,Milwaukee - C 196
550790134001002,102,Milwaukee - C 72,Milwaukee - C 196
550790134001003,112,Milwaukee - C 72,Milwaukee - C 196
550790134001004,11,Milwaukee - C 72,Milwaukee - C 196
550790134001005,75,Milwaukee - C 72,Milwaukee - C 196
550790134001006,44,Milwaukee - C 72,Milwaukee - C 196
550790134001007,102,Milwaukee - C 72,Milwaukee - C 196
550790134001008,79,Milwaukee - C 72,Milwaukee - C 196
550790134002000,38,Milwaukee - C 72,Milwaukee - C 196
550790134002001,59,Milwaukee - C 72,Milwaukee - C 196
550790134002002,49,Milwaukee - C 72,Milwaukee - C 196
550790134002003,62,Milwaukee - C 72,Milwaukee - C 196
550790134002004,0,Milwaukee - C 64,Milwaukee - C 227
550790134002005,0,Milwaukee - C 64,Milwaukee - C 227
550790134002006,3,Milwaukee - C 73,Milwaukee - C 197
550790134002007,58,Milwaukee - C 73,Milwaukee - C 197
550790134002008,31,Milwaukee - C 73,Milwaukee - C 197
550790134002009,84,Milwaukee - C 73,Milwaukee - C 197
550790134002010,69,Milwaukee - C 73,Milwaukee - C 197
550790134002011,50,Milwaukee - C 72,Milwaukee - C 196
550790134002012,116,Milwaukee - C 72,Milwaukee - C 196
550790134002013,130,Milwaukee - C 73,Milwaukee - C 197
550790134002014,82,Milwaukee - C 73,Milwaukee - C 197
550790134003000,124,Milwaukee - C 73,Milwaukee - C 197
550790134003001,61,Milwaukee - C 73,Milwaukee - C 197
550790134003002,87,Milwaukee - C 73,Milwaukee - C 197
550790134003003,87,Milwaukee - C 73,Milwaukee - C 197
550790134003004,93,Milwaukee - C 73,Milwaukee - C 197
550790134003005,88,Milwaukee - C 73,Milwaukee - C 197
550790134003006,63,Milwaukee - C 73,Milwaukee - C 197
550790135001000,88,Milwaukee - C 71,Milwaukee - C 198
550790135001001,261,Milwaukee - C 71,Milwaukee - C 198
550790135001002,437,Milwaukee - C 71,Milwaukee - C 198
550790135001003,63,Milwaukee - C 71,Milwaukee - C 198
550790135001004,119,Milwaukee - C 71,Milwaukee - C 198
550790135001005,105,Milwaukee - C 71,Milwaukee - C 198
550790135002000,0,Milwaukee - C 71,Milwaukee - C 198
550790135002001,6,Milwaukee - C 71,Milwaukee - C 198
550790135002002,185,Milwaukee - C 71,Milwaukee - C 198
550790135002003,186,Milwaukee - C 71,Milwaukee - C 198
550790135002004,199,Milwaukee - C 71,Milwaukee - C 198
550790135002005,178,Milwaukee - C 71,Milwaukee - C 198
550790135002006,84,Milwaukee - C 71,Milwaukee - C 198
550790136001000,186,Milwaukee - C 67,Milwaukee - C 193
550790136001001,527,Milwaukee - C 70,Milwaukee - C 199
550790136001002,657,Milwaukee - C 70,Milwaukee - C 199
550790136001003,192,Milwaukee - C 307,Milwaukee - C 198
550790136001004,0,Milwaukee - C 70,Milwaukee - C 199
550790136001005,21,Milwaukee - C 70,Milwaukee - C 199
550790136001006,95,Milwaukee - C 70,Milwaukee - C 199
550790136001007,357,Milwaukee - C 66,Milwaukee - C 195
550790136002000,40,Milwaukee - C 66,Milwaukee - C 195
550790136002001,62,Milwaukee - C 70,Milwaukee - C 199
550790136002002,29,Milwaukee - C 70,Milwaukee - C 199
550790136002003,8,Milwaukee - C 70,Milwaukee - C 199
550790136002004,80,Milwaukee - C 307,Milwaukee - C 198
550790136002005,35,Milwaukee - C 307,Milwaukee - C 198
550790136002006,0,Milwaukee - C 71,Milwaukee - C 198
550790136002007,80,Milwaukee - C 70,Milwaukee - C 199
550790136002008,120,Milwaukee - C 70,Milwaukee - C 199
550790137001000,125,Milwaukee - C 67,Milwaukee - C 193
550790137001001,80,Milwaukee - C 67,Milwaukee - C 193
550790137001002,106,Milwaukee - C 67,Milwaukee - C 193
550790137001003,182,Milwaukee - C 67,Milwaukee - C 193
550790137001004,22,Milwaukee - C 66,Milwaukee - C 195
550790137001005,19,Milwaukee - C 66,Milwaukee - C 195
550790137001006,28,Milwaukee - C 310,Milwaukee - C 193
550790137001007,19,Milwaukee - C 66,Milwaukee - C 195
550790137001008,0,Milwaukee - C 66,Milwaukee - C 195
550790137001009,70,Milwaukee - C 66,Milwaukee - C 195
550790137001010,126,Milwaukee - C 66,Milwaukee - C 195
550790137002000,401,Milwaukee - C 66,Milwaukee - C 195
550790137002001,96,Milwaukee - C 66,Milwaukee - C 195
550790137002002,94,Milwaukee - C 66,Milwaukee - C 195
550790137002003,9,Milwaukee - C 66,Milwaukee - C 195
550790137002004,175,Milwaukee - C 66,Milwaukee - C 195
550790137002005,0,Milwaukee - C 66,Milwaukee - C 195
550790137002006,26,Milwaukee - C 66,Milwaukee - C 195
550790141001000,0,Milwaukee - C 112,Milwaukee - C 176
550790141001001,0,Milwaukee - C 112,Milwaukee - C 176
550790141001002,0,Milwaukee - C 112,Milwaukee - C 176
550790141001003,55,Milwaukee - C 112,Milwaukee - C 176
550790141001004,202,Milwaukee - C 112,Milwaukee - C 176
550790141001005,209,Milwaukee - C 112,Milwaukee - C 176
550790141001006,2,Milwaukee - C 112,Milwaukee - C 176
550790141001007,0,Milwaukee - C 112,Milwaukee - C 176
550790141001008,0,Milwaukee - C 314,Milwaukee - C 174
550790141001009,0,Milwaukee - C 313,Milwaukee - C 189
550790141001010,0,Milwaukee - C 61,Milwaukee - C 189
550790141001011,0,Milwaukee - C 61,Milwaukee - C 189
550790141001012,0,Milwaukee - C 112,Milwaukee - C 176
550790141001013,25,Milwaukee - C 112,Milwaukee - C 176
550790141001014,73,Milwaukee - C 112,Milwaukee - C 176
550790141001015,170,Milwaukee - C 112,Milwaukee - C 176
550790141001016,156,Milwaukee - C 112,Milwaukee - C 176
550790141001017,39,Milwaukee - C 112,Milwaukee - C 176
550790141001018,66,Milwaukee - C 112,Milwaukee - C 176
550790141001019,0,Milwaukee - C 112,Milwaukee - C 176
550790141001020,157,Milwaukee - C 112,Milwaukee - C 176
550790141001021,0,Milwaukee - C 112,Milwaukee - C 176
550790141001022,0,Milwaukee - C 112,Milwaukee - C 176
550790141001023,148,Milwaukee - C 112,Milwaukee - C 176
550790141001024,0,Milwaukee - C 112,Milwaukee - C 176
550790141001025,0,Milwaukee - C 112,Milwaukee - C 176
550790141001026,9,Milwaukee - C 112,Milwaukee - C 176
550790141001027,0,Milwaukee - C 112,Milwaukee - C 176
550790141001028,0,Milwaukee - C 112,Milwaukee - C 176
550790141001029,0,Milwaukee - C 60,Milwaukee - C 176
550790141001030,0,Milwaukee - C 60,Milwaukee - C 176
550790141001031,0,Milwaukee - C 60,Milwaukee - C 176
550790141001032,0,Milwaukee - C 61,Milwaukee - C 176
550790141001033,0,Milwaukee - C 61,Milwaukee - C 189
550790141001034,0,Milwaukee - C 112,Milwaukee - C 176
550790141001035,162,Milwaukee - C 61,Milwaukee - C 189
550790141001036,0,Milwaukee - C 61,Milwaukee - C 189
550790141001037,0,Milwaukee - C 61,Milwaukee - C 176
550790141001038,0,Milwaukee - C 112,Milwaukee - C 176
550790141001039,78,Milwaukee - C 112,Milwaukee - C 176
550790141001040,0,Milwaukee - C 61,Milwaukee - C 189
550790141001041,0,Milwaukee - C 112,Milwaukee - C 176
550790143001000,0,Milwaukee - C 58,Milwaukee - C 185
550790143001001,156,Milwaukee - C 58,Milwaukee - C 185
550790143001002,292,Milwaukee - C 58,Milwaukee - C 185
550790143001003,365,Milwaukee - C 58,Milwaukee - C 185
550790143001004,348,Milwaukee - C 58,Milwaukee - C 185
550790143002000,0,Milwaukee - C 58,Milwaukee - C 185
550790143002001,191,Milwaukee - C 58,Milwaukee - C 185
550790143002002,219,Milwaukee - C 58,Milwaukee - C 185
550790143002003,50,Milwaukee - C 58,Milwaukee - C 185
550790143002004,131,Milwaukee - C 59,Milwaukee - C 186
550790143002005,179,Milwaukee - C 59,Milwaukee - C 186
550790143002006,187,Milwaukee - C 59,Milwaukee - C 186
550790143002007,48,Milwaukee - C 59,Milwaukee - C 186
550790143002008,0,Milwaukee - C 58,Milwaukee - C 185
550790143002009,131,Milwaukee - C 59,Milwaukee - C 186
550790143002010,0,Milwaukee - C 59,Milwaukee - C 186
550790143002011,0,Milwaukee - C 59,Milwaukee - C 186
550790143002012,0,Milwaukee - C 59,Milwaukee - C 186
550790143002013,0,Milwaukee - C 59,Milwaukee - C 186
550790144001000,480,Milwaukee - C 58,Milwaukee - C 185
550790144001001,257,Milwaukee - C 58,Milwaukee - C 185
550790144001002,0,Milwaukee - C 58,Milwaukee - C 185
550790144001003,43,Milwaukee - C 58,Milwaukee - C 185
550790144001004,34,Milwaukee - C 58,Milwaukee - C 185
550790144001005,0,Milwaukee - C 58,Milwaukee - C 185
550790144001006,0,Milwaukee - C 58,Milwaukee - C 185
550790144001007,0,Milwaukee - C 58,Milwaukee - C 185
550790144001008,0,Milwaukee - C 58,Milwaukee - C 185
550790144001009,0,Milwaukee - C 58,Milwaukee - C 185
550790144001010,0,Milwaukee - C 58,Milwaukee - C 185
550790144001011,0,Milwaukee - C 58,Milwaukee - C 185
550790144001012,0,Milwaukee - C 58,Milwaukee - C 185
550790144001013,2,Milwaukee - C 59,Milwaukee - C 186
550790144001014,0,Milwaukee - C 59,Milwaukee - C 186
550790144001015,0,Milwaukee - C 59,Milwaukee - C 186
550790144001016,0,Milwaukee - C 59,Milwaukee - C 186
550790144001017,0,Milwaukee - C 59,Milwaukee - C 186
550790144001018,0,Milwaukee - C 59,Milwaukee - C 186
550790144001019,202,Milwaukee - C 59,Milwaukee - C 186
550790144001020,17,Milwaukee - C 59,Milwaukee - C 186
550790144001021,0,Milwaukee - C 59,Milwaukee - C 186
550790144001022,5,Milwaukee - C 59,Milwaukee - C 186
550790144001023,2,Milwaukee - C 59,Milwaukee - C 186
550790144001024,49,Milwaukee - C 59,Milwaukee - C 186
550790144001025,0,Milwaukee - C 59,Milwaukee - C 186
550790144001026,0,Milwaukee - C 59,Milwaukee - C 186
550790144002000,186,Milwaukee - C 58,Milwaukee - C 185
